year,month,day,price,downpmt,monthdue,payment_left,monthly_payment,pmttype,credit_score,age,gender,default
2020,4,11,2018.99,200,20,1818.99,90.9495,3,1,2,2,1
2020,9,19,1328,100,2,1228,614,5,5,2,2,0
2020,2,18,1270.94,0,8,1270.94,158.8675,5,6,2,2,0
2020,4,24,1589.12,125,4,1464.12,366.03,3,3,2,2,0
2020,3,6,1919.84,300,4,1619.84,404.96,5,6,2,1,0
2020,1,21,1271.99,300,4,971.99,242.9975,5,0,2,2,0
2020,1,12,2275,200,4,2075,518.75,4,1,2,2,0
2020,3,8,2326.7,200,15,2126.7,141.78,4,5,2,1,0
2020,12,5,1248,100,4,1148,287,5,5,2,1,0
2020,11,4,1349.38,100,28,1249.38,44.62071429,3,0,2,2,0
2020,4,22,1722,200,9,1522,169.1111111,5,0,2,2,0
2020,12,18,2099.12,150,18,1949.12,108.2844444,5,1,2,2,0
2020,4,14,1833.93,200,9,1633.93,181.5477778,5,0,2,2,0
2020,4,11,1576.11,100,23,1476.11,64.17869565,5,1,2,1,0
2020,6,20,1576.11,175,9,1401.11,155.6788889,5,1,2,1,0
2020,10,19,1802,150,2,1652,826,4,4,2,1,0
2020,5,22,1589.12,50,8,1539.12,192.39,3,1,2,1,0
2020,9,16,1553,175,2,1378,689,5,6,2,2,0
2020,10,13,1802,400,2,1402,701,5,3,2,2,0
2020,1,6,1802,150,4,1652,413,4,5,2,2,0
2020,12,10,2051,175,4,1876,469,4,4,2,2,0
2020,6,19,249,249,10,0,0,3,5,2,2,0
2020,10,6,140.06,140.06,0,0,0,3,2,2,2,0
2020,12,5,140.06,140.06,0,0,0,3,0,2,2,0
2020,7,19,140.06,140.06,0,0,0,3,0,2,1,0
2020,8,11,70,70,0,0,0,3,0,2,1,0
2020,6,20,70,70,0,0,0,3,1,2,2,0
2020,11,6,70,70,0,0,0,3,1,2,2,0
2020,10,20,70,70,0,0,0,3,1,2,1,0
2020,8,24,70,70,0,0,0,3,1,2,1,0
2020,8,2,1349.38,125,2,1224.38,612.19,5,0,2,2,0
2020,4,22,70,70,0,0,0,3,1,2,1,0
2020,1,2,2549,2549,2,0,0,3,6,2,2,0
2020,10,13,1473,175,2,1298,649,5,1,2,2,0
2020,9,3,1971,225,2,1746,873,5,1,2,1,0
2020,7,15,2286.96,200,6,2086.96,347.8266667,5,7,2,1,0
2020,9,21,1576.11,100,6,1476.11,246.0183333,3,1,2,1,0
2020,10,4,1568.75,150,6,1418.75,236.4583333,3,0,2,1,0
2020,10,11,1294.8,1294.8,4.5,0,0,3,1,2,2,0
2020,12,16,1355.75,100,8,1255.75,156.96875,5,1,2,2,0
2020,2,22,1615.12,150,6,1465.12,244.1866667,3,2,2,2,0
2020,5,14,1874.08,125,6,1749.08,291.5133333,3,1,2,1,0
2020,4,2,1591,1591,8,0,0,3,1,2,1,0
2020,4,7,2021,175,7.87,1846,234.5616264,5,3,2,1,0
2020,3,10,1355.75,175,8,1180.75,147.59375,5,3,2,2,0
2020,7,25,1349.38,100,4,1249.38,312.345,5,0,2,2,0
2020,9,9,699,300,7,399,57,4,0,3,2,0
2020,12,20,316.94,316.94,9,0,0,1,0,3,1,0
2020,6,1,319.93,319.93,11,0,0,1,1,3,2,0
2020,3,4,0,0,36,0,0,5,3,3,1,0
2020,10,11,1073.27,536.64,6,536.63,89.43833333,4,1,3,1,0
2020,3,25,1108,66,5.5,1042,189.4545455,1,0,3,1,1
2020,6,8,599,325,5.5,274,49.81818182,4,0,3,1,0
2020,7,2,1926,95,5.5,1831,332.9090909,1,1,3,2,0
2020,5,6,1301.68,1301.68,11,0,0,1,1,3,2,0
2020,8,25,1689.99,1689.99,6,0,0,1,0,3,1,0
2020,4,5,988.32,988.32,6,0,0,1,0,3,1,0
2020,6,17,1191.99,1191.99,6,0,0,1,0,3,2,0
2020,1,2,1031.99,1031.99,6,0,0,1,7,3,1,0
2020,5,22,1031.99,1031.99,3,0,0,1,1,3,1,0
2020,4,6,1006.4,1006.4,6,0,0,1,1,3,2,0
2020,2,25,1795.04,500,1.42,1295.04,912,5,0,3,2,0
2020,11,15,1846.82,150,2.75,1696.82,617.0254545,4,0,3,2,0
2020,7,22,504,504,9,0,0,1,0,3,1,0
2020,6,24,1048.78,25,12,1023.78,85.315,1,0,3,2,1
2020,6,15,1726,225,2.75,1501,545.8181818,4,0,3,2,0
2020,12,21,1201.99,1201.99,11,0,0,1,0,3,2,0
2020,1,17,1201.99,1201.99,11,0,0,1,5,3,1,0
2020,9,1,1467.57,100,4.39,1367.57,311.5193622,1,1,3,1,1
2020,3,1,1130,130,8.5,1000,117.6470588,1,6,3,1,0
2020,10,6,979,25,5.5,954,173.4545455,4,0,3,2,0
2020,3,16,470,470,6,0,0,1,7,3,1,0
2020,10,5,738,738,9,0,0,1,0,3,2,0
2020,2,24,1178,1178,6,0,0,1,0,3,2,0
2020,8,2,1239.67,200,11,1039.67,94.51545455,1,0,3,2,0
2020,8,24,1527.96,75,5.89,1452.96,246.6825127,1,1,3,1,1
2020,6,15,2103.38,200,4.39,1903.38,433.571754,1,2,3,2,1
2020,4,25,1148,1148,1,0,0,1,0,3,1,0
2020,5,22,1178,1178,6,0,0,1,4,3,1,0
2020,5,6,1104.24,1104.24,6,0,0,1,4,3,2,0
2020,12,20,1239.68,1239.68,6,0,0,1,0,3,2,0
2020,5,6,1192,1192,6,0,0,1,0,3,1,0
2020,1,18,1690,300,2.75,1390,505.4545455,5,0,3,2,0
2020,3,15,1739.82,500,2.75,1239.82,450.8436364,4,0,3,1,0
2020,10,21,1192,1192,6,0,0,1,0,3,2,0
2020,9,16,1099.07,1099.07,6,0,0,1,0,3,2,0
2020,5,5,319.93,319.93,12.1,0,0,1,7,3,2,0
2020,9,24,1201.32,1201.32,6,0,0,1,0,3,2,0
2020,5,14,1073.27,1073.27,6,0,0,1,1,3,2,0
2020,1,10,403.85,403.85,7,0,0,1,7,3,1,0
2020,5,12,1938.99,1000,6,938.99,156.4983333,5,5,3,2,0
2020,12,16,1104.23,1104.23,6,0,0,1,0,3,1,0
2020,1,18,1191.99,50,5.5,1141.99,207.6345455,1,0,3,2,1
2020,10,11,1128,550,2.75,578,210.1818182,5,0,3,2,0
2020,12,4,1905,1905,6,0,0,1,0,3,1,0
2020,9,23,1152.32,60,5.72,1092.32,190.965035,1,1,3,2,1
2020,6,13,1541.86,1541.86,6,0,0,1,0,3,2,0
2020,4,10,1195.68,1195.68,6,0,0,1,1,3,1,0
2020,9,13,1098,150,6,948,158,4,0,3,1,0
2020,9,18,1596,175,6,1421,236.8333333,5,0,3,1,0
2020,7,3,767.52,767.52,8,0,0,5,0,3,2,0
2020,9,8,1032,1032,6,0,0,1,0,3,2,0
2020,3,3,1128,564,6,564,94,1,0,3,2,0
2020,1,23,1058,1058,8.5,0,0,1,0,3,2,0
2020,11,2,508.56,255,6,253.56,42.26,1,0,3,1,0
2020,5,1,517.92,517.92,6,0,0,1,0,3,1,0
2020,4,11,1128,50,17,1078,63.41176471,4,4,3,2,0
2020,4,15,1328,175,5.5,1153,209.6363636,5,7,3,1,0
2020,7,6,1153,75,5.5,1078,196,1,1,3,1,0
2020,4,2,319.93,319.93,10.5,0,0,1,0,3,1,0
2020,5,14,1177,51,5.5,1126,204.7272727,4,5,3,2,0
2020,4,5,489,100,5.5,389,70.72727273,3,1,3,2,0
2020,2,13,747,747,6,0,0,1,0,3,1,0
2020,7,20,0,0,1,0,0,1,0,3,1,0
2020,6,7,1239.67,100,6,1139.67,189.945,5,0,3,2,0
2020,8,23,1280.99,1280.99,6,0,0,1,0,3,1,0
2020,1,22,1128,564,6,564,94,5,0,3,2,0
2020,9,20,1073.27,1073.27,6,0,0,1,3,3,2,0
2020,7,24,265.19,265.19,10.5,0,0,1,3,3,2,0
2020,11,16,1239.68,619.84,6,619.84,103.3066667,4,0,3,1,0
2020,3,6,938,938,4,0,0,1,0,3,2,0
2020,11,14,1031.99,1031.99,6,0,0,1,0,3,2,0
2020,1,11,1191.99,30,5.5,1161.99,211.2709091,1,1,3,1,1
2020,2,22,257.17,257.17,12,0,0,1,1,3,1,0
2020,5,16,517.12,150,12,367.12,30.59333333,1,0,3,2,0
2020,6,20,1328,250,5.5,1078,196,4,1,3,2,0
2020,8,4,694.43,694.43,19.5,0,0,1,3,3,1,0
2020,7,15,1206.96,306.96,6,900,150,4,0,3,2,0
2020,1,9,1953.82,100,6,1853.82,308.97,4,1,3,1,0
2020,3,17,996,996,6,0,0,1,0,3,1,0
2020,12,2,523.23,523.23,8,0,0,1,0,3,1,0
2020,4,6,978,978,3,0,0,1,0,3,2,0
2020,10,4,1178,100,4,1078,269.5,1,0,3,1,1
2020,3,20,1367.46,44,4.28,1323.46,309.2196262,1,1,3,2,1
2020,10,14,1328,1328,6,0,0,1,0,3,2,0
2020,9,4,5145,100,4,5045,1261.25,1,1,3,2,1
2020,5,10,1046.46,275,4,771.46,192.865,5,6,3,1,0
2020,7,14,858,100,4,758,189.5,4,0,3,2,0
2020,6,7,694.43,694.43,21.45,0,0,1,6,3,1,0
2020,1,24,918.06,918.06,5.5,0,0,1,0,3,2,0
2020,12,7,1017.12,150,4,867.12,216.78,1,0,3,2,0
2020,5,9,1159.99,100,4.5,1059.99,235.5533333,1,0,3,2,0
2020,7,18,1260.46,175,4,1085.46,271.365,5,0,3,1,0
2020,2,20,1008,349,5.5,659,119.8181818,5,0,3,1,0
2020,5,18,978,978,6,0,0,1,3,3,1,0
2020,7,4,1266.89,10,2.91,1256.89,431.9209622,4,0,3,2,0
2020,11,14,258.96,258.96,11,0,0,1,0,3,1,0
2020,3,9,1357,200,9,1157,128.5555556,5,1,3,1,0
2020,11,21,498,498,6,0,0,1,8,3,1,0
2020,3,10,449,25,4,424,106,4,0,3,1,0
2020,3,15,403.63,403.63,10,0,0,1,1,3,2,0
2020,5,6,1037.99,519.5,6,518.49,86.415,5,0,3,1,0
2020,10,2,978,978,6,0,0,1,1,3,1,0
2020,8,19,1743.04,300,11,1443.04,131.1854545,1,1,3,2,0
2020,5,10,1743.04,300,11,1443.04,131.1854545,1,5,3,1,0
2020,10,10,1248.68,200,11,1048.68,95.33454545,1,0,3,1,0
2020,10,16,978,125,9,853,94.77777778,5,6,3,2,0
2020,6,1,1008,1008,3,0,0,1,4,3,2,0
2020,2,5,1743.04,1743.04,3,0,0,1,1,3,1,0
2020,1,11,1037.99,1037.99,6,0,0,1,0,3,1,0
2020,6,24,1225.12,1225.12,6,0,0,1,3,3,1,0
2020,10,2,867.99,867.99,6,0,0,1,1,3,1,0
2020,10,17,1161.67,1161.67,6,0,0,1,0,3,1,0
2020,5,19,1017.12,200,14,817.12,58.36571429,1,7,3,2,0
2020,3,4,1227,125,12,1102,91.83333333,4,0,3,2,0
2020,3,4,1189.59,1189.59,6,0,0,1,0,3,1,0
2020,7,8,1037.99,1037.99,6,0,0,1,1,3,2,0
2020,12,22,970.07,50,15,920.07,61.338,1,0,3,1,1
2020,7,19,1036.68,100,12,936.68,78.05666667,5,8,3,2,0
2020,1,25,1446,200,6,1246,207.6666667,5,0,3,2,0
2020,11,7,1178,1178,6,0,0,1,3,3,2,0
2020,6,6,1248.68,100,6,1148.68,191.4466667,4,2,3,2,0
2020,12,14,978,978,6,0,0,1,0,3,2,0
2020,3,2,1036.68,150,14,886.68,63.33428571,4,0,3,2,0
2020,12,3,1484.08,1484.08,6,0,0,1,3,3,1,0
2020,2,12,1043.12,75,17,968.12,56.94823529,1,0,3,2,0
2020,12,23,399,399,7.5,0,0,5,1,3,1,0
2020,8,18,867.99,867.99,6,0,0,1,0,3,2,0
2020,10,22,1178,1178,3,0,0,1,0,3,2,0
2020,6,23,1008,125,4.5,883,196.2222222,5,6,3,2,0
2020,1,6,857.54,50,5.83,807.54,138.5145798,1,0,3,2,1
2020,1,20,1031.99,1031.99,6,0,0,1,0,3,2,0
2020,1,16,1191.99,1191.99,6,0,0,1,0,3,2,0
2020,8,10,1201.32,100,5.86,1101.32,187.9385666,1,0,3,1,1
2020,1,25,1201.32,150,5.86,1051.32,179.4061433,1,0,3,2,1
2020,9,7,1731.69,150,5.86,1581.69,269.9129693,1,0,3,1,1
2020,8,10,1260.46,50,5.89,1210.46,205.5110357,1,1,3,1,1
2020,9,6,1239.68,619.84,6,619.84,103.3066667,5,0,3,1,0
2020,8,14,199,199,8,0,0,1,0,3,1,0
2020,9,22,199,199,9,0,0,1,1,3,1,0
2020,6,20,599,25,5.5,574,104.3636364,4,0,3,2,0
2020,11,21,523.23,523.23,8,0,0,1,6,3,2,0
2020,4,14,978,100,4,878,219.5,1,0,3,2,0
2020,9,6,1404.36,1404.36,6,0,0,1,3,3,1,0
2020,6,1,1198,50,4,1148,287,1,1,3,2,1
2020,9,16,1378,275,8,1103,137.875,5,1,3,1,0
2020,1,21,1178,50,5.5,1128,205.0909091,1,0,3,1,0
2020,6,6,942.99,942.99,6,0,0,1,6,3,2,0
2020,6,1,1381.12,200,5.5,1181.12,214.7490909,3,3,3,2,0
2020,3,23,1328,664,6,664,110.6666667,5,1,3,2,0
2020,2,14,1470.22,90,17,1380.22,81.18941176,1,0,3,2,0
2020,2,7,1731.69,1731.69,6,0,0,1,0,3,2,0
2020,1,20,1577,740,6,837,139.5,4,1,3,1,0
2020,11,1,1403,75,11,1328,120.7272727,1,0,3,2,1
2020,4,9,1194.98,75,12,1119.98,93.33166667,4,1,3,1,0
2020,5,15,1099.07,50,12,1049.07,87.4225,4,3,3,2,0
2020,1,18,996,100,6,896,149.3333333,4,0,3,1,0
2020,12,24,1093.91,125,9,968.91,107.6566667,5,0,3,2,0
2020,12,17,2358,100,5.5,2258,410.5454545,1,1,3,1,0
2020,3,13,1818,1818,6,0,0,1,0,3,1,0
2020,12,24,1191.99,596,6,595.99,99.33166667,5,6,3,1,0
2020,3,9,1277.12,225,14,1052.12,75.15142857,5,1,3,1,0
2020,10,25,1116.7,1116.7,11,0,0,1,0,3,2,0
2020,4,4,1866,649,3.25,1217,374.4615385,5,1,3,2,0
2020,12,12,1253.49,1253.49,6,0,0,1,5,3,2,0
2020,12,12,1091.99,200,4,891.99,222.9975,4,1,3,1,0
2020,5,11,418.58,418.58,4,0,0,1,1,3,2,0
2020,12,11,1201.31,1201.31,6,0,0,1,0,3,2,0
2020,7,24,992.95,100,4,892.95,223.2375,5,1,3,2,0
2020,2,12,531.44,50,4,481.44,120.36,4,0,3,1,0
2020,9,19,942.99,75,4,867.99,216.9975,4,1,3,1,0
2020,4,2,1192.85,1192.85,3,0,0,1,1,3,2,0
2020,9,23,1627,150,6,1477,246.1666667,5,1,3,2,0
2020,9,8,456.89,50,4.25,406.89,95.73882353,4,1,3,2,0
2020,6,6,1990.99,1990.99,3,0,0,1,0,3,2,0
2020,9,6,1206.96,125,14,1081.96,77.28285714,5,0,3,1,0
2020,9,14,456.89,456.89,4.25,0,0,1,0,3,2,0
2020,11,20,747,150,4,597,149.25,5,0,3,1,0
2020,2,5,508.56,100,4,408.56,102.14,1,4,3,2,0
2020,9,14,1433.12,175,4,1258.12,314.53,5,0,3,1,0
2020,12,22,1406,100,4,1306,326.5,4,1,3,2,0
2020,10,19,994.99,125,11,869.99,79.09,5,0,3,1,0
2020,7,5,978,38,4,940,235,1,0,3,2,1
2020,2,1,928,100,5.5,828,150.5454545,4,0,3,1,0
2020,3,17,1208,50,5.5,1158,210.5454545,1,0,3,2,0
2020,1,14,1294.8,1294.8,6,0,0,1,1,3,1,0
2020,11,12,1975,1975,6,0,0,1,1,3,2,0
2020,10,20,979,100,4,879,219.75,4,1,3,2,0
2020,4,17,1100.32,44,4,1056.32,264.08,5,1,3,2,0
2020,1,15,1339.52,447,4,892.52,223.13,5,0,3,2,0
2020,12,25,498,498,12.1,0,0,1,1,3,1,0
2020,12,6,1851.98,100,4,1751.98,437.995,3,0,3,1,0
2020,6,20,1588.08,800,6,788.08,131.3466667,1,1,3,1,0
2020,7,3,1696,1696,6,0,0,1,0,3,2,0
2020,1,16,1108,50,5.5,1058,192.3636364,5,0,3,2,0
2020,9,23,425.86,425.86,33,0,0,1,4,3,2,0
2020,3,1,475.94,40,4.25,435.94,102.5741176,1,0,3,2,0
2020,3,20,1726,1726,6,0,0,1,6,3,1,0
2020,10,15,1420.96,100,6,1320.96,220.16,5,0,3,2,0
2020,11,19,263.94,263.94,13.2,0,0,1,0,3,1,0
2020,12,12,1158,125,14,1033,73.78571429,3,1,3,1,0
2020,3,2,2175,175,6,2000,333.3333333,4,0,3,1,0
2020,1,24,1277.12,100,5.5,1177.12,214.0218182,5,3,3,2,0
2020,12,13,489,50,4,439,109.75,4,0,3,2,0
2020,6,16,1433.12,100,4,1333.12,333.28,3,0,3,2,0
2020,9,7,1098,180,4,918,229.5,1,0,3,1,0
2020,3,17,1266.89,50,5.5,1216.89,221.2527273,1,0,3,1,1
2020,4,16,1128,100,12,1028,85.66666667,5,0,3,1,0
2020,8,15,1378,250,8,1128,141,4,1,3,2,0
2020,11,17,779,100,8,679,84.875,5,5,3,2,0
2020,3,18,1368,100,11,1268,115.2727273,5,1,3,2,0
2020,10,6,1099.07,150,14,949.07,67.79071429,1,0,3,2,0
2020,3,20,1966.44,1966.44,0,0,0,1,0,3,1,0
2020,10,20,490,490,0,0,0,1,0,3,1,0
2020,5,13,1915.96,1915.96,15,0,0,1,7,3,1,0
2020,12,24,1520.99,1520.99,9,0,0,1,5,3,2,0
2020,5,16,875,875,0,0,0,1,0,3,2,0
2020,7,4,2325,2325,0,0,0,1,0,3,1,0
2020,12,15,1149,100,9,1049,116.5555556,3,1,3,1,0
2020,6,19,350,350,0,0,0,1,4,3,1,0
2020,4,19,1110.87,44,6,1066.87,177.8116667,5,3,3,2,0
2020,6,17,2450,2450,0,0,0,1,0,3,2,0
2020,9,21,1000,1000,0,0,0,1,0,3,2,0
2020,10,9,1000,1000,0,0,0,1,0,3,1,0
2020,6,9,898,898,0,0,0,1,0,3,1,0
2020,4,12,5980,5980,0,0,0,1,0,3,2,0
2020,8,6,1067.52,0,0,1067.52,1067.52,1,1,3,1,0
2020,6,13,1294.8,1294.8,9,0,0,1,0,3,2,0
2020,4,25,611.88,611.88,0,0,0,1,0,3,1,0
2020,4,12,1348,125,6,1223,203.8333333,1,6,3,1,0
2020,7,13,1700.81,200,6,1500.81,250.135,5,0,3,1,0
2020,11,24,1435.62,100,9,1335.62,148.4022222,4,1,3,1,0
2020,6,6,3875,3875,0,0,0,1,0,3,1,0
2020,10,22,2348.65,2348.65,35,0,0,1,0,3,1,0
2020,3,25,426.93,426.93,21,0,0,1,0,3,2,0
2020,2,1,258.96,258.96,9,0,0,1,6,3,2,0
2020,4,6,1367,150,14,1217,86.92857143,1,0,3,2,0
2020,6,13,1442.36,100,9,1342.36,149.1511111,5,0,3,2,0
2020,9,20,1228.36,1228.36,9,0,0,1,7,3,2,0
2020,5,2,1079,75,20,1004,50.2,1,3,3,2,0
2020,3,17,1148,100,7.5,1048,139.7333333,5,0,3,2,0
2020,8,16,1232,75,15,1157,77.13333333,4,0,3,2,0
2020,9,18,258.96,258.96,4.5,0,0,3,5,3,2,0
2020,9,22,1111.99,100,6,1011.99,168.665,5,4,3,2,0
2020,10,9,1355.12,100,6,1255.12,209.1866667,1,0,3,2,0
2020,4,15,1348,100,4.5,1248,277.3333333,4,4,3,1,0
2020,3,13,1222.62,100,6,1122.62,187.1033333,3,3,3,1,0
2020,7,17,1750,1750,0,0,0,1,0,3,2,0
2020,3,13,4200,4200,0,0,0,1,7,3,2,0
2020,12,16,1149,100,8.5,1049,123.4117647,5,5,3,1,0
2020,8,5,1646,175,17,1471,86.52941176,3,0,3,1,0
2020,5,21,1304.16,150,6,1154.16,192.36,4,3,3,2,0
2020,12,19,528.94,528.94,4.5,0,0,1,2,3,1,0
2020,12,25,514,25,8.5,489,57.52941176,4,7,3,1,0
2020,11,12,1096.16,50,6,1046.16,174.36,4,3,3,1,0
2020,4,9,1178,175,11,1003,91.18181818,1,7,3,1,0
2020,9,25,1216.88,100,6,1116.88,186.1466667,4,5,3,1,0
2020,4,2,527.69,100,11,427.69,38.88090909,3,0,3,1,0
2020,3,16,527.69,527.69,7.5,0,0,1,5,3,2,0
2020,9,21,1438.99,101,9.5,1337.99,140.8410526,3,6,3,1,0
2020,6,8,3850,3850,0,0,0,1,0,3,2,0
2020,1,5,249,249,13.2,0,0,1,0,3,1,0
2020,5,7,1572,1572,9,0,0,1,0,3,2,0
2020,5,13,528.94,264.47,6,264.47,44.07833333,1,0,3,1,0
2020,1,2,1323,175,6,1148,191.3333333,3,0,3,2,0
2020,4,11,424,424,0,0,0,1,0,3,2,0
2020,2,20,9000,9000,0,0,0,1,1,3,1,0
2020,10,9,9000,9000,0,0,0,1,6,3,1,0
2020,3,23,1123,1123,9,0,0,1,0,3,1,0
2020,11,15,439,439,14,0,0,1,1,3,1,0
2020,5,6,2140,2140,0,0,0,1,6,3,1,0
2020,1,15,1976,150,14,1826,130.4285714,1,4,3,2,0
2020,3,24,1123,100,20,1023,51.15,4,0,3,2,0
2020,12,1,318,25,0,293,293,1,1,3,2,0
2020,10,20,1402.38,100,7,1302.38,186.0542857,3,5,3,1,0
2020,12,12,776.88,776.88,4.5,0,0,3,1,3,1,0
2020,2,4,2071,300,9.5,1771,186.4210526,5,5,3,1,0
2020,8,10,426.93,394.83,16,32.1,2.00625,1,5,3,2,0
2020,4,11,1537.12,45,7,1492.12,213.16,1,4,3,1,0
2020,6,8,5724,5724,0,0,0,1,2,3,1,0
2020,7,14,1796.08,200,7,1596.08,228.0114286,3,0,3,2,0
2020,4,9,2089,250,5,1839,367.8,3,0,3,1,1
2020,10,23,1070,1070,0,0,0,1,4,3,2,0
2020,12,18,1190.38,60,7,1130.38,161.4828571,3,0,3,1,1
2020,9,5,874,19,7,855,122.1428571,5,0,3,1,0
2020,8,2,1294.8,1294.8,9,0,0,3,3,3,2,0
2020,6,2,140,140,0,0,0,1,1,3,2,0
2020,12,6,656.14,20,7,636.14,90.87714286,1,1,3,1,0
2020,2,6,1123,100,15,1023,68.2,4,1,3,1,0
2020,7,16,2070,175,9,1895,210.5555556,4,3,3,2,0
2020,8,7,1009,350,16,659,41.1875,5,2,3,1,0
2020,8,15,1674.18,150,9,1524.18,169.3533333,5,0,3,2,0
2020,10,3,140,140,0,0,0,1,0,3,2,0
2020,9,20,140,140,0,0,0,1,1,3,2,0
2020,4,12,140,140,0,0,0,1,0,3,1,0
2020,11,10,140,140,0,0,0,1,0,3,1,0
2020,11,12,1976,150,14,1826,130.4285714,3,1,3,2,0
2020,7,9,1271.99,100,18,1171.99,65.11055556,5,0,3,2,0
2020,2,4,1198,100,28,1098,39.21428571,3,0,3,2,0
2020,3,20,1266.89,1266.89,8,0,0,1,5,3,1,0
2020,9,13,1269.88,100,23,1169.88,50.86434783,4,0,3,1,0
2020,1,13,2820.52,100,62.1,2720.52,43.80869565,3,0,3,2,1
2020,3,17,1079,51,8,1028,128.5,3,0,3,2,0
2020,3,20,1198,150,25,1048,41.92,3,0,3,1,0
2020,11,12,1533.82,90,8,1443.82,180.4775,3,1,3,2,1
2020,11,18,1170.44,110,8,1060.44,132.555,5,4,3,2,0
2020,2,15,1597,998,8,599,74.875,1,0,3,1,0
2020,3,8,1435.62,100,4,1335.62,333.905,3,0,3,1,0
2020,10,7,249,249,12,0,0,1,0,3,2,0
2020,4,11,1118,125,3,993,331,5,1,3,2,0
2020,12,3,1965.99,200,8,1765.99,220.74875,3,0,3,2,1
2020,11,24,1965.99,200,8,1765.99,220.74875,3,1,3,1,1
2020,1,14,1278.87,100,8,1178.87,147.35875,3,0,3,1,0
2020,12,8,1435.62,415.19,4,1020.43,255.1075,4,1,3,1,0
2020,8,3,1528,301,9,1227,136.3333333,5,1,3,1,0
2020,3,4,651.62,200,34,451.62,13.28294118,4,6,3,1,0
2020,5,7,656.14,51,8,605.14,75.6425,4,6,3,2,0
2020,8,8,1164.94,100,8,1064.94,133.1175,4,0,3,1,0
2020,10,21,1294.8,1294.8,3.85,0,0,3,1,3,1,0
2020,7,10,2407.5,0,0,2407.5,2407.5,3,1,3,1,0
2020,6,5,1597,125,4,1472,368,3,1,3,1,1
2020,8,16,532.5,532.5,0,0,0,3,0,3,1,0
2020,6,10,1447,125,28,1322,47.21428571,3,6,3,2,0
2020,2,18,1528,150,4,1378,344.5,5,4,3,1,0
2020,10,2,258.96,258.96,9,0,0,3,6,3,1,0
2020,6,18,499,499,0,0,0,3,0,3,2,0
2020,11,21,1294.8,1294.8,4.5,0,0,3,1,3,1,0
2020,9,10,1328.71,1328.71,0,0,0,3,6,3,2,0
2020,5,5,1776,225,9,1551,172.3333333,4,1,3,1,0
2020,2,12,1073,100,23,973,42.30434783,4,1,3,2,0
2020,6,4,1847.04,150,7.69,1697.04,220.6814044,5,0,3,1,0
2020,3,23,533.93,100,38.32,433.93,11.32385177,4,5,3,2,0
2020,6,14,1372.29,55,26,1317.29,50.665,4,1,3,1,0
2020,11,4,1381.12,100,4,1281.12,320.28,4,1,3,2,0
2020,8,13,1549.36,125,2,1424.36,712.18,4,6,3,1,0
2020,7,16,1542.12,125,2,1417.12,708.56,5,7,3,2,0
2020,12,22,249,249,15,0,0,3,1,3,2,0
2020,7,19,1528,300,2,1228,614,5,6,3,2,0
2020,12,18,1549.36,125,15,1424.36,94.95733333,5,2,3,2,0
2020,9,16,2026,150,12,1876,156.3333333,4,0,3,1,0
2020,7,14,3750,3750,0,0,0,3,0,3,1,0
2020,1,1,1035.84,1035.84,9,0,0,3,5,3,1,0
2020,7,19,265,265,0,0,0,3,6,3,1,0
2020,11,2,1355.75,100,8,1255.75,156.96875,5,0,3,1,0
2020,9,16,796,796,0,0,0,3,0,3,1,0
2020,7,11,1851,125,2,1726,863,5,5,3,2,0
2020,7,3,1722,1722,10,0,0,3,2,3,1,0
2020,3,4,70,70,0,0,0,3,4,3,2,0
2020,3,14,70,70,0,0,0,3,3,3,1,0
2020,10,19,1523,125,2.62,1398,533.5877863,5,1,3,1,0
2020,4,15,70,70,0,0,0,3,0,3,1,0
2020,4,21,70,70,0,0,0,3,0,3,2,0
2020,10,25,70,70,0,0,0,3,0,3,2,0
2020,11,8,70,70,0,0,0,3,0,3,1,0
2020,3,16,70,70,0,0,0,3,5,3,1,0
2020,3,24,70,70,0,0,0,3,1,3,1,0
2020,2,5,70,70,0,0,0,3,0,3,1,0
2020,11,8,70,70,0,0,0,3,0,3,1,0
2020,12,24,70,70,0,0,0,3,0,3,2,0
2020,1,23,70,70,0,0,0,3,1,3,2,0
2020,6,8,4455,4455,0,0,0,3,0,3,1,0
2020,10,22,1349.38,150,5.66,1199.38,211.9045936,5,1,3,2,0
2020,12,10,1482,300,6,1182,197,5,3,3,2,0
2020,11,1,1358.93,100,2,1258.93,629.465,4,0,3,1,0
2020,3,17,1294.96,1294.96,15,0,0,3,1,3,1,0
2020,12,10,1497,1497,6,0,0,1,0,4,1,0
2020,5,8,538.99,538.99,13,0,0,1,3,4,1,0
2020,4,10,895,895,6,0,0,1,0,4,1,0
2020,5,13,1428,30,6,1398,233,5,0,4,2,0
2020,7,5,979,979,6,0,0,5,0,4,1,0
2020,1,20,1643.2,1643.2,6,0,0,1,0,4,1,0
2020,9,10,1281.86,10,5.89,1271.86,215.9354839,1,0,4,1,1
2020,10,14,523.23,523.23,9,0,0,1,1,4,1,0
2020,3,3,1298.61,100,12,1198.61,99.88416667,4,1,4,2,0
2020,7,13,1527.96,400,5.5,1127.96,205.0836364,3,3,4,2,0
2020,5,14,1038,200,4,838,209.5,4,6,4,2,0
2020,11,10,257.17,257.17,11,0,0,1,0,4,2,0
2020,10,2,1048.78,100,12,948.78,79.065,1,0,4,2,0
